Step T Etot SunX SunY SunZ JupiterX JupiterY JupiterZ SaturnX SaturnY SaturnZ UranusX UranusY UranusZ NeptuneX NeptuneY NeptuneZ 67P/C-GX 67P/C-GY 67P/C-GZ 
0 0 -6.396671386267694e+22 0.003183924263733498 0.00636632681121385 -0.0001037240355135752 -3.012855720528178 -4.453826368884578 0.08570103046237951 -0.3637829344823236 -10.05198529143576 0.1914802045363267 -6.476078853444196 -17.84707510334656 0.01765993483425928 1.518091525282913 29.8319240856806 -0.6492182620607416 3.896916675761423 -0.6277676615986945 -1.538519133698835 
10 190 -6.396667770361685e+22 0.0017009214463396811 0.0069155593965357885 -6.768384935659798e-05 -1.7523878215723139 -5.027679244615737 0.05976404135583945 0.6368321916345842 -10.04177146239087 0.1516432386158275 -5.774494247931815 -18.122760425436432 0.00750713129195176 0.9186406324453831 29.860072772941677 -0.6360211639174604 3.4278879064157586 0.933577501427653 -0.9844738552577796 
20 380 -6.3966670635900825e+22 0.0001025734713730947 0.007097184604768658 -2.721037263137614e-05 -0.3694357080264021 -5.248577369940645 0.02964559944950678 1.6306662030808208 -9.926231861120206 0.11021501551320628 -5.063920593154628 -18.370267205593375 -0.0026568261372722736 0.318821711724905 29.876252228428555 -0.6225691036638694 2.240153504220521 2.273709951921982 -0.2305837864181152 
30 570 -6.396666507143344e+22 -0.001516227773966749 0.006884216898055725 1.5622454770988646e-05 1.0397481260683297 -5.08794388936295 -0.0026112012272454747 2.6072842332087425 -9.706417600814612 0.06762741161306565 -4.345504596906372 -18.589371033998447 -0.012816347800070455 -0.28112497605648856 29.880460088390382 -0.6088675526308639 0.3710968111150503 2.87538432969356 0.5812617307356485 
40 760 -6.396666210442729e+22 -0.0030518088559789145 0.006274571903372426 5.84395759472321e-05 2.369668864287416 -4.543008620294831 -0.03465150487158464 3.5563920529636324 -9.384314489415562 0.024324745965691418 -3.6203940066054665 -18.77989599332427 -0.022956001507854 -0.8809593091422768 29.872699010709983 -0.5949220838345791 -1.6360831159261995 2.359212593423411 1.1641261007979837 
50 950 -6.396666294845222e+22 -0.004398435284288531 0.0052953250872997265 9.86985069269451e-05 3.5126161418564865 -3.6412619954975427 -0.06394821709100058 4.46788307945084 -8.962869345994307 -0.01923802781447101 -2.8897356907163414 -18.94171275263025 -0.033060512948126966 -1.480441359074211 29.85297666143776 -0.5807383703836302 -3.1082701446398606 1.012341231517888 1.3507920805567244 
60 1140 -6.396666861883921e+22 -0.005457580715312014 0.004004986134002527 0.00013388823604356388 4.368364809777167 -2.4428379336936334 -0.08800955139910174 5.331872794862193 -8.44599010050247 -0.06259811394243135 -2.154673250618834 -19.074736861295047 -0.04311478249347014 -2.0793314639103766 29.82130567962419 -0.5663221827241838 -3.852362177727078 -0.6037216051376659 1.2124645030397303 
70 1330 -6.396667935135101e+22 -0.0061490229835080385 0.0024921480386694444 0.00016178384157564186 4.855784870521906 -1.0391057663297434 -0.10464480713966831 6.138749074843414 -7.8385217689726385 -0.10528814476945852 -1.4163446559720443 -19.178927516932156 -0.05310391360153478 -2.6773903033939512 29.777703618336567 -0.5516793850626458 -3.991884962650368 -2.140859997878916 0.8795261944246753 
80 1520 -6.396669412630471e+22 -0.006421925947965736 0.0008692251263777867 0.00018072080407869934 4.924429344979789 0.4538846441347818 -0.11225083762065385 6.879246630042233 -7.146227593516616 -0.14683926222993127 -0.6758801448307994 -19.2542867156484 -0.06301324461135491 -3.2743789813089896 29.722192863773746 -0.5368159309269879 -3.6933761154562226 -3.451476753499716 0.4477332724503297 
90 1710 -6.396671069246522e+22 -0.006263193597483013 -0.0007388103397201686 0.00018982854445006794 4.563260719839991 1.9072015844135302 -0.1100558144414353 7.544533566650881 -6.375783215912487 -0.1867841508307307 0.06559958146595084 -19.300858582776428 -0.07282837837026791 -3.870059122880963 29.654800540188752 -0.521737857975632 -3.0897827135627702 -4.4820071976613995 -0.022455723025248363 
100 1900 -6.396672621930759e+22 -0.005700458156841328 -0.0022090089773339296 0.00018915717852512802 3.803753868758621 3.1943068130661714 -0.09825102097716011 8.126303554367706 -5.534774302109718 -0.2246603911204986 0.8069849312468678 -19.318728733480757 -0.08253520766520266 -4.464192996749153 29.57555841688086 -0.5064512824314774 -2.279551326541809 -5.216133449329355 -0.49207742804084026 
110 2090 -6.396673828216237e+22 -0.004798426427638983 -0.003435172650998894 0.00017965598905556553 2.7160387567278335 4.206483926001478 -0.07796714199683445 8.616873903819677 -4.631689038149938 -0.26001431760488275 1.5471788305507588 -19.30802358249163 -0.09211993632886203 -5.056543668647706 29.48450284330514 -0.49096239391650653 -1.337614056097125 -5.6512877481040755 -0.9339245258176229 
120 2280 -6.396674559677603e+22 -0.003649445800640237 -0.0043393189016861814 0.0001630090655866826 1.398985042627032 4.864844205152951 -0.05110074254239935 9.009290871025009 -3.6759007973602142 -0.29240543853021345 2.285098011670878 -19.26890956683057 -0.10156909651386939 -5.646875182801071 29.381674743574187 -0.47527745186344983 -0.32496232424727556 -5.789338595009634 -1.3268355310396742 
130 2470 -6.3966748135570765e+22 -0.002360914792361608 -0.004877700146818649 0.00014137811571762098 -0.03302152068119446 5.126623716819219 -0.020043318984157357 9.29744255105331 -2.677637870522226 -0.32141143334195876 3.019674207738649 -19.201592269687634 -0.1108695627323342 -6.234952745567929 29.267119690428174 -0.45940278467006784 0.7041453343623695 -5.633062755428646 -1.6522628315321233 
140 2660 -6.396674673194026e+22 -0.0010426521855938908 -0.005041150334970663 0.00011712137007409713 -1.4633481186379813 4.985532651056813 0.01261486817638338 9.476178664235494 -1.6479374031216878 -0.34663372468914205 3.749855266413207 -19.106315447811593 -0.12000856322521823 -6.820542865755889 29.140888040850104 -0.4433447917493472 1.6962923766489313 -5.185266883776479 -1.8919670407066034 
150 2850 -6.396674253686274e+22 0.00020344109879593864 -0.004851124923117031 9.254648855736257e-05 -2.783983424342165 4.467587019015697 0.044345503390601414 9.541435581854737 -0.5985805935184303 -0.3677035996149468 4.47460618888024 -18.983359973614284 -0.1289736891635457 -7.403413413641395 29.003035065006117 -0.42710994669191993 2.59313544218021 -4.4496982236673945 -2.0262004422540643 
160 3040 -6.3966736613030826e+22 0.0012904295406755983 -0.004353429184605253 6.972796100000957e-05 -3.9029594463701986 3.624511955617582 0.07287550283884363 9.490363984672653 0.45799382547265777 -0.3842888233233191 5.1929100967645505 -18.833042707843724 -0.1377529021072324 -7.983333607245496 28.853620984407662 -0.41070479845477914 3.324533965211301 -3.4342848237104775 -2.032081154371428 
170 3230 -6.396672974721092e+22 0.0021502503409212286 -0.0036113939557879597 5.039277807741263e-05 -4.748483129540584 2.5265587768333213 0.09630889377960486 9.321455536559398 1.5088006224604302 -0.39610064821629204 5.903769127756895 -18.655715319633362 -0.14633454006259716 -8.560073983237556 28.692710885239816 -0.39413596853146493 3.7992753649812174 -2.1591030287662845 -1.8822948802326278 
180 3420 -6.396672242739301e+22 0.0027352508153235377 -0.002699611234446459 3.5861607302849286e-05 -5.270583324738224 1.2559005452241023 0.11319061647985565 9.03466389184718 2.540445957761768 -0.402901071677873 6.60620526002633 -18.451763068854987 -0.15470732239951773 -9.133406411798378 28.5203745480433 -0.3774101446974367 3.892888740050517 -0.6754627521075476 -1.545539417364496 
190 3610 -6.396671490191535e+22 0.0030182610073360957 -0.0016986883991259845 2.7027017252816804e-05 -5.441219711963798 -0.09891367248418176 0.12253152520264333 8.63151429570376 3.5392936537516024 -0.4045101403363243 7.2992610656124075 -18.221603562105106 -0.16286035383102462 -9.703104174625297 28.336686267203266 -0.3605340736152908 3.4389969515547936 0.8890468171704919 -0.9947013122309329 
200 3800 -6.396670726255038e+22 0.0029919563011346346 -0.0006910111206502987 2.4351749523827794e-05 -5.253642443231665 -1.4474563574539794 0.12381232130363644 8.115195080869793 4.49166016945579 -0.4008130397215639 7.9820003942049595 -17.965685489344818 -0.17078312764184653 -10.268942088288322 28.141724711417353 -0.34351455428233174 2.2656998881335992 2.2403800111747825 -0.24224836351572 
210 3990 -6.396669952611744e+22 0.002668008762188687 0.0002427575128613727 2.7874702798076403e-05 -4.721522793833763 -2.7011559885760876 0.11697924713734421 7.490623644771288 5.3840369991096475 -0.3917666515202699 8.653508991915736 -17.68448734404758 -0.17846552840579558 -10.830696645387516 27.93557283815488 -0.3263584330844076 0.40302363154824244 2.859799395313391 0.571751254438669 
220 4180 -6.396669171114538e+22 0.0020762633907856335 0.0010268226443257997 3.7217730846300714e-05 -3.8780999524218784 -3.7766665681506746 0.10243865841577553 6.764479164644758 6.203337240681927 -0.37740521288220835 9.312895066769785 -17.378516126892897 -0.18589783459952947 -11.388146154252997 27.718317851469283 -0.309072600295797 -1.6089840792300871 2.357395049429871 1.158706947233823 
230 4370 -6.3966683915905395e+22 0.0012639376194963866 0.0015934389894967415 5.159164270044327e-05 -2.775339953025622 -4.599280134887445 0.08105204501955021 5.945194536632418 6.937160832471733 -0.3578446816026774 9.959289826993773 -17.04830603444966 -0.1930707218633634 -11.941070868773659 27.49005118642225 -0.2916639875332639 -3.0884562555177526 1.0149570111714064 1.3474008762725675 
240 4560 -6.396667640394985e+22 0.0002946256029735695 0.0018864583198895306 6.980489646564899e-05 -1.4828759105915466 -5.106726113727517 0.054127722250732195 5.042900949431898 7.574070599262929 -0.3332854061005941 10.59184804315477 -16.694417146916184 -0.1999752682025243 -12.489253106611343 27.250868506140854 -0.2741395657012729 -3.836269091582825 -0.6011521486261269 1.2086420648855034 
250 4750 -6.396666969286171e+22 -0.0007533138946128302 0.0018654376187571973 9.028357794112074e-05 -0.08628682490375938 -5.253558285940158 0.023400080241010257 4.069320213650484 8.103869018027952 -0.304012727686716 11.209748716911868 -16.317434165917497 -0.20660296293348998 -13.032477356586949 27.000869702095788 -0.2565063431033894 -3.9759849068941584 -2.138746868885081 0.8741224891848588 
260 4940 -6.396666461866697e+22 -0.00178957924735908 0.0015102609606949418 0.00011111610138657181 1.3159072744282496 -5.016076618948306 -0.009017777864283056 3.0376024686726097 8.517863792014616 -0.2703952099552009 11.812195945884163 -15.91796532475632 -0.21294572069548343 -13.57053037624397 26.740158891652456 -0.23877136352068384 -3.675388425048946 -3.4486906693308175 0.4405326010706063 
270 5130 -6.3966662314107836e+22 -0.0027166276194140245 0.0008258495418266944 0.00013013934959676962 2.6172358300201313 -4.397334183353762 -0.0407255825832152 1.9621100708041588 8.809109213607506 -0.2328802973473517 12.398419976481174 -15.496641661637213 -0.21899589852487525 -14.103201279937407 26.468844408843747 -0.2209417041418582 -3.0684380297339646 -4.476899281155066 -0.03116310214620028 
280 5320 -6.3966664013967895e+22 -0.003436786493664397 -0.0001539666482156846 0.00014508188005745478 3.710807833461678 -3.431254529854616 -0.06918801845931098 0.8581520957328482 8.972610171230803 -0.19198734760478806 12.967678179519638 -15.054116761234683 -0.22474630765138806 -14.630281617053082 26.187038785047374 -0.20302447327875628 -2.2543438206346345 -5.206855387348368 -0.5017087940008036 
290 5510 -6.396667063406118e+22 -0.003861801053360728 -0.0013648342901086618 0.00015377054679518003 4.499406269227011 -2.1843694865335754 -0.0919540373573196 -0.25832238298580174 9.00547669627476 -0.14829815039967 13.519255473120499 -14.591066693873726 -0.23019020917747143 -15.151565439571804 25.89485871639972 -0.18502680782934716 -1.3086729635653138 -5.635895174918489 -0.9436904023924052 
300 5700 -6.3966682211933105e+22 -0.003923921275199858 -0.002714128504232633 0.0001543870080790525 4.907204600593341 -0.7534885565003309 -0.10692910330821809 -1.3710606727269583 8.907019195338261 -0.10244522078977479 14.052463987452654 -14.108189522643148 -0.23532129334627944 -15.666849358478691 25.59242501490231 -0.16695587046994392 -0.29302262782614924 -5.7658221287786375 -1.3357549563763356 
310 5890 -6.3966697505046e+22 -0.0035865095176049406 -0.004088194028392459 0.00014573345168223496 4.890985526122162 0.7418786763783837 -0.11265762485432311 -2.46385828441048 8.678777840888545 -0.05509832151950565 14.566642397004316 -13.606204017824771 -0.24013365711023663 -16.175932589784097 25.27986254077985 -0.14881884657578034 0.7376763327936897 -5.599361920419459 -1.6591340492038593 
