Step T Etot SunX SunY SunZ JupiterX JupiterY JupiterZ SaturnX SaturnY SaturnZ UranusX UranusY UranusZ NeptuneX NeptuneY NeptuneZ 67P/C-GX 67P/C-GY 67P/C-GZ 
440 7920 -4.690563899816849e+22 -0.0029412556114694994 -0.0031570948005631224 6.354863326377221e-05 6.593126741127044 1.3577291503077478 -0.1534151814424379 -9.93166142782125 2.8807556895699675 0.34315274382045985 18.811941805310862 -7.337263869995635 -0.27193961337510675 -21.197245847443817 21.368820712091633 0.04713389281111673 -2.0994255903677703 3.5665095982280253 1.6305292183025908 
450 8100 -4.66260299411974e+22 -0.002578312189069418 -0.004063673423536191 5.3669387260028784e-05 6.317305494042325 2.5688460161171647 -0.15216711308745917 -10.226171971081268 1.9631718462238048 0.3709873080901948 19.057289711353622 -6.708328441469419 -0.27278351193772754 -21.598924724035037 20.9713232565758 0.0645520847927144 -3.6453284521232083 2.7827216674755504 1.9816732741396215 
460 8280 -4.636307028268577e+22 -0.0020563098547256367 -0.004894711864507904 4.027437941366866e-05 5.849510498566743 3.7061033047146537 -0.1463125590911186 -10.434069257367126 1.0280736145545006 0.39569457353497395 19.28048500409603 -6.07150626989508 -0.2733101147423765 -21.993020843055156 20.56643350193243 0.08194825451271082 -4.9184447672070295 1.7647868869885626 2.178060410407235 
470 8460 -4.611796125175295e+22 -0.0013956724468916271 -0.005624036810815347 2.374705339190986e-05 5.2111370060589755 4.739673900493259 -0.13620987580474866 -10.555334847399015 0.08358412731061007 0.4171307759614705 19.481302067409608 -5.427550157627055 -0.2735192802767083 -22.37940021357975 20.154298359210408 0.09931629323397632 -5.930101012264003 0.6394704799855858 2.2552697984755183 
480 8640 -4.589098263878268e+22 -0.0006205007005756769 -0.006231369051288934 4.572835747700633e-06 4.4276456633931005 5.6459791264994195 -0.12233403998380744 -10.590665228065511 -0.8624179151618377 0.4351848409037596 19.659538123193858 -4.777218046024017 -0.27341118165456235 -22.757931653181327 19.735067143475025 0.11665010828790598 -6.718290096777637 -0.5176910902929985 2.2455283432295916 
490 8820 -4.568167239929e+22 0.00024315163241414437 -0.0067024717603458624 -1.669882746751455e-05 3.5267389608322546 6.407859043285069 -0.10523644491782648 -10.541413459607599 -1.8023482484020181 0.4497769462077116 19.815013310912228 -4.121272305116218 -0.27298630772138355 -23.128486816578672 19.308891495825577 0.13394362559522402 -7.32252854952721 -1.6654616888265203 2.1730423830288217 
500 9000 -4.548903780492173e+22 0.0011687683651299284 -0.007028833052429944 -3.9489059944145135e-05 2.536782102928441 7.014251858953737 -0.08550817945140918 -10.40953083038391 -2.7289571761240747 0.46085691040764376 19.947570800573256 -3.4604790980769318 -0.27224546360843865 -23.490940226594244 18.87592530575437 0.15119079212847486 -7.776382407626171 -2.7821768296535994 2.05502206673073 
510 9180 -4.531175588123406e+22 0.002130538452197046 -0.0072070440768826375 -6.32181119186074e-05 1.485562654497633 7.459551729922723 -0.06374959523364233 -10.197509742932198 -3.6353609031571956 0.46840247466106866 20.057076909095066 -2.795607795657983 -0.2711897706218262 -23.845169307841623 18.436324634085018 0.16838557831071752 -8.106660384606343 -3.856838453669717 1.9036047145971853 
520 9360 -4.514833910744288e+22 0.003104184409962791 -0.007238023640742401 -8.732691644309595e-05 0.3994061601235984 7.742803473565728 -0.04054719338983091 -9.908328753127147 -4.515065188773091 0.4724175348112652 20.143421205797416 -2.1274304195983125 -0.269820665548471 -24.191054423708454 17.990247636633825 0.18552198035265569 -8.334449181581181 -4.884216750169353 1.7274181339944792 
530 9540 -4.4997258259091025e+22 0.00406748449327957 -0.007126207787917618 -0.00011129190862981416 -0.6973865492641864 7.866858601088534 -0.016457568244571976 -9.545400416472797 -5.36198243485032 0.472930369358292 20.20651660209584 -1.4567211005779541 -0.26813989951168454 -24.528478917365128 17.537854488805607 0.2025940225347598 -8.476395363903752 -5.862185462331057 1.5326457953517267 
540 9720 -4.485702468299953e+22 0.005000546087795953 -0.006878784013010486 -0.0001346340783339015 -1.7828404343695547 7.837576468133854 0.008002597927380827 -9.112522365408013 -6.17044327906018 0.46999189913731093 20.24629942506067 -0.7842555418600718 -0.26614953649809897 -24.85732915763925 17.079307311567252 0.21959575944220328 -8.545792661918101 -6.790196382684147 1.3236788755649231 
550 9900 -4.47262393444599e+22 0.005885893785695883 -0.0065050150517765885 -0.00015692350171113678 -2.8374121349755956 7.663117926938827 0.032361785905392515 -8.613831849135627 -6.93520369230722 0.46367400556081506 20.2627294763696 -0.11081048355039066 -0.26385195165002595 -25.177494590543446 16.61477009961599 0.23652127815913113 -8.553257637497333 -7.668240907062385 1.1034947919950011 
560 10080 -4.460361726056473e+22 0.006708430406030957 -0.0060156708751727015 -0.00017778058634220973 -3.843961683638146 7.353351267961735 0.05619542414374868 -8.053763810877753 -7.651448492132261 0.4540679264795108 20.25579007869487 0.5628368353118144 -0.26124982939012376 -25.488867796902845 16.144408653005776 0.253364700425462 -8.506677494689965 -8.496393313412302 0.8743817732752132 
570 10260 -4.448799513453043e+22 0.007455318868813288 -0.005422570084249236 -0.0001968751024279095 -4.787640254067778 6.919371949365371 0.07912532694179378 -7.437012453217653 -8.314792087632068 0.4412827420606696 20.225488111481837 1.235909218350475 -0.2583461614236467 -25.79134455578153 15.66839051388137 0.2701201847548446 -8.41190245334408 -9.275902872995726 0.6391291682002533 
580 10440 -4.4378328389550246e+22 0.008115821358902242 -0.004738221855812358 -0.00021392385529925767 -5.655732161232469 6.373127056768757 0.10081768014361273 -6.7684961462242965 -8.921277172619767 0.4254439575137239 20.17185403776824 1.9076300580094974 -0.255144244647644 -26.084823912217566 15.186884910091438 0.28678192850760875 -8.27456899312603 -10.009044821734927 0.40028470072515093 
