Step T Etot SunX SunY SunZ JupiterX JupiterY JupiterZ SaturnX SaturnY SaturnZ UranusX UranusY UranusZ NeptuneX NeptuneY NeptuneZ 67P/C-GX 67P/C-GY 67P/C-GZ 
0 0 -6.396671386267694e+22 0.003183924263733498 0.00636632681121385 -0.0001037240355135752 -3.012855720528178 -4.453826368884578 0.08570103046237951 -0.3637829344823236 -10.05198529143576 0.1914802045363267 -6.476078853444196 -17.84707510334656 0.01765993483425928 1.518091525282913 29.8319240856806 -0.6492182620607416 3.896916675761423 -0.6277676615986945 -1.538519133698835 
10 190 -6.396687772223313e+22 0.0017007854773410027 0.0069156481319331145 -6.768107070213843e-05 -1.7522509406685614 -5.027772161246318 0.05976134794778318 0.636850568223987 -10.041771555350243 0.15164251397743908 -5.774492247278665 -18.122760923685625 0.00750710367572949 0.9186402119645982 29.86007278769543 -0.6360211545633825 3.428227390229615 0.9339944519904432 -0.9844905431041263 
20 380 -6.396709012204608e+22 0.00010230835601318739 0.007097343825354805 -2.7204896887596474e-05 -0.3691687531303682 -5.24874430959036 0.029640288981469778 1.6307018282676702 -9.92623129902188 0.11021359648560411 -5.063916687528283 -18.37026813453412 -0.0026568798808416266 0.31882089097393307 29.87625225293023 -0.622569085315325 2.2408378588725513 2.274768526007211 -0.2305632110437057 
30 570 -6.3967345257942975e+22 -0.0015166100516951263 0.0068844457233259776 1.563036226712266e-05 1.0401327381687475 -5.088184123634221 -0.00261885224169948 2.607336644607137 -9.706415741127406 0.06762530307831031 -4.345498790483813 -18.58937235153619 -0.01281642747466904 -0.2811261966911167 29.88046011841651 -0.6088675252078075 0.37213427691633355 2.8775538580247644 0.5814333132311379 
40 760 -6.396762986547041e+22 -0.003052297916195694 0.006274894826432668 5.844958104791256e-05 2.3701604390044992 -4.543347954916978 -0.03466115049229964 3.556460649930095 -9.38431085412698 0.02432196170219411 -3.6203863082140155 -18.779897659152297 -0.022956106880194907 -0.8809609290749117 29.872699042062823 -0.5949220472618063 -1.6349968724778545 2.3634326884375865 1.1647901763235755 
50 950 -6.3967922436189035e+22 -0.004399045501496741 0.00529579436943885 9.871071636161375e-05 3.513229934443195 -3.6417552476338053 -0.06395997585322608 4.467967211571751 -8.962863726578808 -0.01924146543110233 -2.889726114267915 -18.941714728536247 -0.033060643732722245 -1.480443377524535 29.852976689981304 -0.5807383245916177 -3.1084720805452983 1.0192504746779174 1.3525813677224434 
60 1140 -6.396819244164276e+22 -0.005458377198800148 0.00400566661135363 0.00013390384223020194 4.369169222533326 -2.4435529899926185 -0.08802468123749393 5.33197183537424 -8.445982638608879 -0.06260217605449062 -2.1546618150238857 -19.074739111296203 -0.043114938345299676 -2.079333879913174 29.821305701321474 -0.5663221276498585 -3.8553464645784428 -0.5948425992079541 1.215729726338912 
70 1330 -6.3968402698326505e+22 -0.006150137386876689 0.002493082190056985 0.00016180561970517148 4.856917989792022 -1.0400869775582375 -0.10466622494573143 6.138862508603421 -7.8385129817162165 -0.10529280014046735 -1.4163313848099752 -19.17893000764605 -0.05310409411833877 -2.6773931158165323 29.777703629300735 -0.5516793206504407 -3.9983170182350127 -2.1313723380861975 0.8841646646564847 
80 1520 -6.396851824059848e+22 -0.006423547785972943 0.0008703862477087911 0.00018075310838793605 4.926089808766636 0.4526655194254444 -0.11228311380264931 6.879374171050071 -7.146218366713781 -0.1468444823708305 -0.6758650660309136 -19.254289416887087 -0.06301344933973846 -3.2743821888698754 29.72219286035164 -0.5368158571309021 -3.703200057959014 -3.4426521441554208 0.45340883378891605 
90 1710 -6.396851781440524e+22 -0.0062655297741538475 -0.0007375586158933997 0.00018987656588330775 4.565665276281908 1.9058877816016495 -0.11010439343974365 7.544675291134395 -6.375774774279827 -0.186789915843552 0.06561643586445752 -19.300861468161273 -0.07282860681077816 -3.8700627241467114 29.654800519087143 -0.5217377747630618 -3.1025349172011074 -4.474823674192688 -0.016150719890947334 
