            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2436420.500000000, A.D. 1958-Aug-05 00:00:00.0000, -4.408798974742010E+00, -3.164442063408665E+00,  1.117379028139513E-01,
2436430.500000000, A.D. 1958-Aug-15 00:00:00.0000, -4.365292665648172E+00, -3.221878143294314E+00,  1.109993225696792E-01,
2436440.500000000, A.D. 1958-Aug-25 00:00:00.0000, -4.320981562309635E+00, -3.278720210926044E+00,  1.102402140685580E-01,
2436450.500000000, A.D. 1958-Sep-04 00:00:00.0000, -4.275872947244117E+00, -3.334953062987454E+00,  1.094608481754196E-01,
2436460.500000000, A.D. 1958-Sep-14 00:00:00.0000, -4.229972187954878E+00, -3.390573792786462E+00,  1.086611140264563E-01,
2436470.500000000, A.D. 1958-Sep-24 00:00:00.0000, -4.183290605323148E+00, -3.445563490961677E+00,  1.078413692465668E-01,
2436480.500000000, A.D. 1958-Oct-04 00:00:00.0000, -4.135833292868007E+00, -3.499916891575381E+00,  1.070015996970044E-01,
2436490.500000000, A.D. 1958-Oct-14 00:00:00.0000, -4.087609719331176E+00, -3.553622411583762E+00,  1.061419604958861E-01,
2436500.500000000, A.D. 1958-Oct-24 00:00:00.0000, -4.038628743349468E+00, -3.606665546901127E+00,  1.052627161680708E-01,
2436510.500000000, A.D. 1958-Nov-03 00:00:00.0000, -3.988896582438300E+00, -3.659042840543314E+00,  1.043638075364777E-01,
2436520.500000000, A.D. 1958-Nov-13 00:00:00.0000, -3.938423977070757E+00, -3.710736441692956E+00,  1.034456042768675E-01,
2436530.500000000, A.D. 1958-Nov-23 00:00:00.0000, -3.887218052448269E+00, -3.761741829123189E+00,  1.025080796365409E-01,
2436540.500000000, A.D. 1958-Dec-03 00:00:00.0000, -3.835288509394612E+00, -3.812047021991007E+00,  1.015514424960252E-01,
2436550.500000000, A.D. 1958-Dec-13 00:00:00.0000, -3.782644236282743E+00, -3.861638669829025E+00,  1.005759572535156E-01,
2436560.500000000, A.D. 1958-Dec-23 00:00:00.0000, -3.729293532973005E+00, -3.910513825430651E+00,  9.958156220600978E-02,
2436570.500000000, A.D. 1959-Jan-02 00:00:00.0000, -3.675246717137381E+00, -3.958654135976431E+00,  9.856869422701198E-02,
2436580.500000000, A.D. 1959-Jan-12 00:00:00.0000, -3.620511509492049E+00, -4.006056603772518E+00,  9.753730756790668E-02,
2436590.500000000, A.D. 1959-Jan-22 00:00:00.0000, -3.565099245688449E+00, -4.052709613140581E+00,  9.648761922242641E-02,
2436600.500000000, A.D. 1959-Feb-01 00:00:00.0000, -3.509018564131313E+00, -4.098599475696226E+00,  9.541995186260999E-02,
2436610.500000000, A.D. 1959-Feb-11 00:00:00.0000, -3.452278749618519E+00, -4.143724900738152E+00,  9.433421630125247E-02,
2436620.500000000, A.D. 1959-Feb-21 00:00:00.0000, -3.394891265277030E+00, -4.188067359407857E+00,  9.323088420995834E-02,
2436630.500000000, A.D. 1959-Mar-03 00:00:00.0000, -3.336863723134996E+00, -4.231623919831020E+00,  9.210995452555207E-02,
2436640.500000000, A.D. 1959-Mar-13 00:00:00.0000, -3.278208262295970E+00, -4.274384760286599E+00,  9.097161407671379E-02,
2436650.500000000, A.D. 1959-Mar-23 00:00:00.0000, -3.218934813018040E+00, -4.316335807066222E+00,  8.981622507278374E-02,
2436660.500000000, A.D. 1959-Apr-02 00:00:00.0000, -3.159052644745480E+00, -4.357476251868359E+00,  8.864372792468037E-02,
2436670.500000000, A.D. 1959-Apr-12 00:00:00.0000, -3.098573978558569E+00, -4.397788978394725E+00,  8.745457850099461E-02,
2436680.500000000, A.D. 1959-Apr-22 00:00:00.0000, -3.037507784263685E+00, -4.437270564230392E+00,  8.624882125536085E-02,
2436690.500000000, A.D. 1959-May-02 00:00:00.0000, -2.975865659926242E+00, -4.475912109340719E+00,  8.502666464991075E-02,
2436700.500000000, A.D. 1959-May-12 00:00:00.0000, -2.913658786026483E+00, -4.513700823449462E+00,  8.378845222534331E-02,
2436710.500000000, A.D. 1959-May-22 00:00:00.0000, -2.850897715789147E+00, -4.550635519354075E+00,  8.253416769501511E-02,
2436720.500000000, A.D. 1959-Jun-01 00:00:00.0000, -2.787593943167714E+00, -4.586700033939419E+00,  8.126428955102882E-02,
2436730.500000000, A.D. 1959-Jun-11 00:00:00.0000, -2.723758221870286E+00, -4.621891980542219E+00,  7.997884790370335E-02,
2436740.500000000, A.D. 1959-Jun-21 00:00:00.0000, -2.659402587275536E+00, -4.656202173175241E+00,  7.867810423668563E-02,
2436750.500000000, A.D. 1959-Jul-01 00:00:00.0000, -2.594537809650706E+00, -4.689619057000698E+00,  7.736240988456695E-02,
2436760.500000000, A.D. 1959-Jul-11 00:00:00.0000, -2.529176536434838E+00, -4.722142488933007E+00,  7.603173008674552E-02,
2436770.500000000, A.D. 1959-Jul-21 00:00:00.0000, -2.463330188606599E+00, -4.753755897029674E+00,  7.468660693316502E-02,
2436780.500000000, A.D. 1959-Jul-31 00:00:00.0000, -2.397009737833135E+00, -4.784458252144892E+00,  7.332706748252277E-02,
2436790.500000000, A.D. 1959-Aug-10 00:00:00.0000, -2.330228803053592E+00, -4.814241191431283E+00,  7.195337144952149E-02,
2436800.500000000, A.D. 1959-Aug-20 00:00:00.0000, -2.262997906642868E+00, -4.843092876836416E+00,  7.056593207896655E-02,
2436810.500000000, A.D. 1959-Aug-30 00:00:00.0000, -2.195330326093989E+00, -4.871014978363071E+00,  6.916469001193989E-02,
2436820.500000000, A.D. 1959-Sep-09 00:00:00.0000, -2.127238812828231E+00, -4.897991367346101E+00,  6.775020127737640E-02,
2436830.500000000, A.D. 1959-Sep-19 00:00:00.0000, -2.058734366560122E+00, -4.924020828042341E+00,  6.632254924305868E-02,
2436840.500000000, A.D. 1959-Sep-29 00:00:00.0000, -1.989831005361392E+00, -4.949096900888073E+00,  6.488197055433716E-02,
2436850.500000000, A.D. 1959-Oct-09 00:00:00.0000, -1.920540491647460E+00, -4.973207853188621E+00,  6.342890669554437E-02,
2436860.500000000, A.D. 1959-Oct-19 00:00:00.0000, -1.850876078847782E+00, -4.996355743393506E+00,  6.196333578230338E-02,
2436870.500000000, A.D. 1959-Oct-29 00:00:00.0000, -1.780850961881928E+00, -5.018526333927719E+00,  6.048578876189564E-02,
2436880.500000000, A.D. 1959-Nov-08 00:00:00.0000, -1.710477753263478E+00, -5.039718202335732E+00,  5.899638431331947E-02,
2436890.500000000, A.D. 1959-Nov-18 00:00:00.0000, -1.639769917175498E+00, -5.059925562407937E+00,  5.749539503619681E-02,
2436900.500000000, A.D. 1959-Nov-28 00:00:00.0000, -1.568739921936477E+00, -5.079138336032649E+00,  5.598324323144843E-02,
2436910.500000000, A.D. 1959-Dec-08 00:00:00.0000, -1.497402452244335E+00, -5.097358507042459E+00,  5.445994186121018E-02,
2436920.500000000, A.D. 1959-Dec-18 00:00:00.0000, -1.425769837540188E+00, -5.114572878280144E+00,  5.292604730948642E-02,
2436930.500000000, A.D. 1959-Dec-28 00:00:00.0000, -1.353856217394340E+00, -5.130781479503710E+00,  5.138165509720721E-02,
2436940.500000000, A.D. 1960-Jan-07 00:00:00.0000, -1.281675855705639E+00, -5.145978366882050E+00,  4.982708539305501E-02,
2436950.500000000, A.D. 1960-Jan-17 00:00:00.0000, -1.209240411822582E+00, -5.160154560888972E+00,  4.826278405533635E-02,
2436960.500000000, A.D. 1960-Jan-27 00:00:00.0000, -1.136566300083925E+00, -5.173313530219693E+00,  4.668873895459039E-02,
2436970.500000000, A.D. 1960-Feb-06 00:00:00.0000, -1.063665982178112E+00, -5.185442016323924E+00,  4.510555884459024E-02,
2436980.500000000, A.D. 1960-Feb-16 00:00:00.0000, -9.905534992249613E-01, -5.196541402419669E+00,  4.351334332857886E-02,
2436990.500000000, A.D. 1960-Feb-26 00:00:00.0000, -9.172446858107146E-01, -5.206607044869902E+00,  4.191239651743518E-02,
2437000.500000000, A.D. 1960-Mar-07 00:00:00.0000, -8.437510684339120E-01, -5.215629671436763E+00,  4.030322946500033E-02,
2437010.500000000, A.D. 1960-Mar-17 00:00:00.0000, -7.700891652148226E-01, -5.223614481958322E+00,  3.868581995480132E-02,
2437020.500000000, A.D. 1960-Mar-27 00:00:00.0000, -6.962726017774733E-01, -5.230549379574891E+00,  3.706077083551022E-02,
2437030.500000000, A.D. 1960-Apr-06 00:00:00.0000, -6.223155501937822E-01, -5.236435611759478E+00,  3.542823722962011E-02,
2437040.500000000, A.D. 1960-Apr-16 00:00:00.0000, -5.482339656365027E-01, -5.241270563331180E+00,  3.378850165994738E-02,
2437050.500000000, A.D. 1960-Apr-26 00:00:00.0000, -4.740405847607124E-01, -5.245045539883594E+00,  3.214208969695537E-02,
2437060.500000000, A.D. 1960-May-06 00:00:00.0000, -3.997518592830623E-01, -5.247765876113028E+00,  3.048903009647954E-02,
2437070.500000000, A.D. 1960-May-16 00:00:00.0000, -3.253812842591716E-01, -5.249421707335084E+00,  2.882990010134066E-02,
2437080.500000000, A.D. 1960-May-26 00:00:00.0000, -2.509446007599790E-01, -5.250014637845025E+00,  2.716487211677166E-02,
2437090.500000000, A.D. 1960-Jun-05 00:00:00.0000, -1.764573206365569E-01, -5.249542661885257E+00,  2.549426704011063E-02,
2437100.500000000, A.D. 1960-Jun-15 00:00:00.0000, -1.019324533981584E-01, -5.247999037884914E+00,  2.381858821671191E-02,
2437110.500000000, A.D. 1960-Jun-25 00:00:00.0000, -2.738793612953498E-02, -5.245389238659318E+00,  2.213789288918381E-02,
2437120.500000000, A.D. 1960-Jul-05 00:00:00.0000,  4.716384878510172E-02, -5.241704368427698E+00,  2.045279340121238E-02,
2437130.500000000, A.D. 1960-Jul-15 00:00:00.0000,  1.217062353803536E-01, -5.236947937256027E+00,  1.876343245922505E-02,
2437140.500000000, A.D. 1960-Jul-25 00:00:00.0000,  1.962226711172645E-01, -5.231118214475818E+00,  1.707016001810793E-02,
2437150.500000000, A.D. 1960-Aug-04 00:00:00.0000,  2.707011400943530E-01, -5.224209484881229E+00,  1.537350907541426E-02,
2437160.500000000, A.D. 1960-Aug-14 00:00:00.0000,  3.451223723398014E-01, -5.216228954264087E+00,  1.367350888484790E-02,
2437170.500000000, A.D. 1960-Aug-24 00:00:00.0000,  4.194737837701921E-01, -5.207167921985447E+00,  1.197081604335663E-02,
2437180.500000000, A.D. 1960-Sep-03 00:00:00.0000,  4.937393535267577E-01, -5.197031181188786E+00,  1.026558906814926E-02,
2437190.500000000, A.D. 1960-Sep-13 00:00:00.0000,  5.679012578857506E-01, -5.185818906971644E+00,  8.558143763569320E-03,
2437200.500000000, A.D. 1960-Sep-23 00:00:00.0000,  6.419474255588530E-01, -5.173525370745697E+00,  6.849064882513362E-03,
2437210.500000000, A.D. 1960-Oct-03 00:00:00.0000,  7.158588659016790E-01, -5.160159287214867E+00,  5.138384416538098E-03,
2437220.500000000, A.D. 1960-Oct-13 00:00:00.0000,  7.896221300046893E-01, -5.145713606883934E+00,  3.426739796695173E-03,
2437230.500000000, A.D. 1960-Oct-23 00:00:00.0000,  8.632211919223397E-01, -5.130193031001345E+00,  1.714345558328363E-03,
2437240.500000000, A.D. 1960-Nov-02 00:00:00.0000,  9.366386350415759E-01, -5.113599868725684E+00,  1.498992680787661E-06,
2437250.500000000, A.D. 1960-Nov-12 00:00:00.0000,  1.009861355472308E+00, -5.095929667386802E+00, -1.711225639716320E-03,
2437260.500000000, A.D. 1960-Nov-22 00:00:00.0000,  1.082870321610137E+00, -5.077191147025450E+00, -3.423744734910921E-03,
2437270.500000000, A.D. 1960-Dec-02 00:00:00.0000,  1.155652737463479E+00, -5.057379535666452E+00, -5.135441754149268E-03,
2437280.500000000, A.D. 1960-Dec-12 00:00:00.0000,  1.228191343052943E+00, -5.036500313543071E+00, -6.846097037446345E-03,
2437290.500000000, A.D. 1960-Dec-22 00:00:00.0000,  1.300469284096925E+00, -5.014556367179763E+00, -8.555373568258515E-03,
2437300.500000000, A.D. 1961-Jan-01 00:00:00.0000,  1.372473803512503E+00, -4.991545571382272E+00, -1.026272687870205E-02,
2437310.500000000, A.D. 1961-Jan-11 00:00:00.0000,  1.444184380407800E+00, -4.967477182978953E+00, -1.196806423984309E-02,
2437320.500000000, A.D. 1961-Jan-21 00:00:00.0000,  1.515589375796878E+00, -4.942347240342132E+00, -1.367073069662215E-02,
2437330.500000000, A.D. 1961-Jan-31 00:00:00.0000,  1.586671368289850E+00, -4.916163264332181E+00, -1.537053344801220E-02,
2437340.500000000, A.D. 1961-Feb-10 00:00:00.0000,  1.657412578368114E+00, -4.888928788621222E+00, -1.706712176025028E-02,
2437350.500000000, A.D. 1961-Feb-20 00:00:00.0000,  1.727801574570548E+00, -4.860642754355012E+00, -1.875992197186227E-02,
2437360.500000000, A.D. 1961-Mar-02 00:00:00.0000,  1.797817050741818E+00, -4.831316479193060E+00, -2.044887958436183E-02,
2437370.500000000, A.D. 1961-Mar-12 00:00:00.0000,  1.867447012538938E+00, -4.800946512045597E+00, -2.213331497791871E-02,
2437380.500000000, A.D. 1961-Mar-22 00:00:00.0000,  1.936675143650436E+00, -4.769541357008579E+00, -2.381300712999201E-02,
2437390.500000000, A.D. 1961-Apr-01 00:00:00.0000,  2.005483035361637E+00, -4.737106762190959E+00, -2.548764656649158E-02,
2437400.500000000, A.D. 1961-Apr-11 00:00:00.0000,  2.073859312146070E+00, -4.703642029993648E+00, -2.715662561749828E-02,
2437410.500000000, A.D. 1961-Apr-21 00:00:00.0000,  2.141783423064237E+00, -4.669159868493402E+00, -2.881988311400749E-02,
2437420.500000000, A.D. 1961-May-01 00:00:00.0000,  2.209242847483940E+00, -4.633658978371922E+00, -3.047678002657475E-02,
2437430.500000000, A.D. 1961-May-11 00:00:00.0000,  2.276221304190864E+00, -4.597147759913216E+00, -3.212704644635633E-02,
2437440.500000000, A.D. 1961-May-21 00:00:00.0000,  2.342701401031560E+00, -4.559633838037768E+00, -3.377038015366238E-02,
2437450.500000000, A.D. 1961-May-31 00:00:00.0000,  2.408671317963980E+00, -4.521118360567597E+00, -3.540620374029618E-02,
2437460.500000000, A.D. 1961-Jun-10 00:00:00.0000,  2.474110581644513E+00, -4.481614083248398E+00, -3.703441358861168E-02,
2437470.500000000, A.D. 1961-Jun-20 00:00:00.0000,  2.539007807966422E+00, -4.441122034086374E+00, -3.865439603064433E-02,
2437480.500000000, A.D. 1961-Jun-30 00:00:00.0000,  2.603345841541015E+00, -4.399651771782414E+00, -4.026589561168867E-02,
2437490.500000000, A.D. 1961-Jul-10 00:00:00.0000,  2.667107953918244E+00, -4.357211233176704E+00, -4.186856929391670E-02,
2437500.500000000, A.D. 1961-Jul-20 00:00:00.0000,  2.730283507708526E+00, -4.313803940886991E+00, -4.346186810668815E-02,
2437510.500000000, A.D. 1961-Jul-30 00:00:00.0000,  2.792850977267336E+00, -4.269443626734673E+00, -4.504570035500134E-02,
2437520.500000000, A.D. 1961-Aug-09 00:00:00.0000,  2.854800205331844E+00, -4.224132104997132E+00, -4.661942398150953E-02,
2437530.500000000, A.D. 1961-Aug-19 00:00:00.0000,  2.916114570532633E+00, -4.177881028642419E+00, -4.818281514792605E-02,
2437540.500000000, A.D. 1961-Aug-29 00:00:00.0000,  2.976776592102401E+00, -4.130699173707757E+00, -4.973553494035685E-02,
2437550.500000000, A.D. 1961-Sep-08 00:00:00.0000,  3.036777340696369E+00, -4.082590882214824E+00, -5.127700244588069E-02,
2437560.500000000, A.D. 1961-Sep-18 00:00:00.0000,  3.096095424434541E+00, -4.033572049588601E+00, -5.280716742711154E-02,
2437570.500000000, A.D. 1961-Sep-28 00:00:00.0000,  3.154720452031155E+00, -3.983645449981991E+00, -5.432539211743075E-02,
2437580.500000000, A.D. 1961-Oct-08 00:00:00.0000,  3.212637259683349E+00, -3.932823484557070E+00, -5.583142620508945E-02,
2437590.500000000, A.D. 1961-Oct-18 00:00:00.0000,  3.269828352015536E+00, -3.881117189477314E+00, -5.732498052041927E-02,
2437600.500000000, A.D. 1961-Oct-28 00:00:00.0000,  3.326285044586686E+00, -3.828531420342435E+00, -5.880545824094340E-02,
2437610.500000000, A.D. 1961-Nov-07 00:00:00.0000,  3.381987379038385E+00, -3.775083062318755E+00, -6.027279313236251E-02,
2437620.500000000, A.D. 1961-Nov-17 00:00:00.0000,  3.436925122967016E+00, -3.720777421036583E+00, -6.172640773240361E-02,
2437630.500000000, A.D. 1961-Nov-27 00:00:00.0000,  3.491083278602586E+00, -3.665626983728716E+00, -6.316602613880021E-02,
2437640.500000000, A.D. 1961-Dec-07 00:00:00.0000,  3.544445814196703E+00, -3.609644250591379E+00, -6.459136328197905E-02,
2437650.500000000, A.D. 1961-Dec-17 00:00:00.0000,  3.597004211431815E+00, -3.552836145145042E+00, -6.600186978237535E-02,
2437660.500000000, A.D. 1961-Dec-27 00:00:00.0000,  3.648738893712435E+00, -3.495219424535770E+00, -6.739744458715108E-02,
2437670.500000000, A.D. 1962-Jan-06 00:00:00.0000,  3.699641477630133E+00, -3.436801515456120E+00, -6.877753542215584E-02,
2437680.500000000, A.D. 1962-Jan-16 00:00:00.0000,  3.749696711986936E+00, -3.377596475836252E+00, -7.014190683177302E-02,
2437690.500000000, A.D. 1962-Jan-26 00:00:00.0000,  3.798889246112802E+00, -3.317616929343137E+00, -7.149024753693103E-02,
2437700.500000000, A.D. 1962-Feb-05 00:00:00.0000,  3.847212405983978E+00, -3.256871885119458E+00, -7.282203703396217E-02,
2437710.500000000, A.D. 1962-Feb-15 00:00:00.0000,  3.894646178546945E+00, -3.195379155182738E+00, -7.413720128402103E-02,
2437720.500000000, A.D. 1962-Feb-25 00:00:00.0000,  3.941183661976881E+00, -3.133146720249514E+00, -7.543516828744662E-02,
2437730.500000000, A.D. 1962-Mar-07 00:00:00.0000,  3.986811053378583E+00, -3.070190648436437E+00, -7.671573922565664E-02,
2437740.500000000, A.D. 1962-Mar-17 00:00:00.0000,  4.031512546305235E+00, -3.006524634381258E+00, -7.797863502309212E-02,
2437750.500000000, A.D. 1962-Mar-27 00:00:00.0000,  4.075283308708203E+00, -2.942158167988286E+00, -7.922331303587553E-02,
2437760.500000000, A.D. 1962-Apr-06 00:00:00.0000,  4.118104361251874E+00, -2.877110868445032E+00, -8.044973811864840E-02,
2437770.500000000, A.D. 1962-Apr-16 00:00:00.0000,  4.159968931719702E+00, -2.811391792410528E+00, -8.165736493926908E-02,
2437780.500000000, A.D. 1962-Apr-26 00:00:00.0000,  4.200865178149571E+00, -2.745017415108824E+00, -8.284597243460477E-02,
2437790.500000000, A.D. 1962-May-06 00:00:00.0000,  4.240778054229296E+00, -2.678003627619693E+00, -8.401534287558146E-02,
2437800.500000000, A.D. 1962-May-16 00:00:00.0000,  4.279703078445117E+00, -2.610360579197139E+00, -8.516494822953985E-02,
2437810.500000000, A.D. 1962-May-26 00:00:00.0000,  4.317623147780810E+00, -2.542108196716320E+00, -8.629473304746250E-02,
2437820.500000000, A.D. 1962-Jun-05 00:00:00.0000,  4.354532448423612E+00, -2.473257921370373E+00, -8.740422064865705E-02,
2437830.500000000, A.D. 1962-Jun-15 00:00:00.0000,  4.390419687796652E+00, -2.403826326579160E+00, -8.849318564475017E-02,
2437840.500000000, A.D. 1962-Jun-25 00:00:00.0000,  4.425271809044172E+00, -2.333830264161933E+00, -8.956141575420432E-02,
2437850.500000000, A.D. 1962-Jul-05 00:00:00.0000,  4.459085111377966E+00, -2.263282072797453E+00, -9.060845379869277E-02,
2437860.500000000, A.D. 1962-Jul-15 00:00:00.0000,  4.491843006801161E+00, -2.192201263925108E+00, -9.163422711022892E-02,
2437870.500000000, A.D. 1962-Jul-25 00:00:00.0000,  4.523542065194771E+00, -2.120600711938544E+00, -9.263827959676463E-02,
2437880.500000000, A.D. 1962-Aug-04 00:00:00.0000,  4.554171597014579E+00, -2.048498567410408E+00, -9.362044177037032E-02,
2437890.500000000, A.D. 1962-Aug-14 00:00:00.0000,  4.583719440126435E+00, -1.975911537875990E+00, -9.458049176750360E-02,
2437900.500000000, A.D. 1962-Aug-24 00:00:00.0000,  4.612184305924672E+00, -1.902853660292571E+00, -9.551800847918035E-02,
2437910.500000000, A.D. 1962-Sep-03 00:00:00.0000,  4.639549714455412E+00, -1.829345452231529E+00, -9.643296778945162E-02,
2437920.500000000, A.D. 1962-Sep-13 00:00:00.0000,  4.665813737987230E+00, -1.755399808810738E+00, -9.732490557501275E-02,
2437930.500000000, A.D. 1962-Sep-23 00:00:00.0000,  4.690967996311106E+00, -1.681036300328957E+00, -9.819368461838623E-02,
2437940.500000000, A.D. 1962-Oct-03 00:00:00.0000,  4.715000471951261E+00, -1.606272669432717E+00, -9.903913548585486E-02,
2437950.500000000, A.D. 1962-Oct-13 00:00:00.0000,  4.737911839745642E+00, -1.531123088803700E+00, -9.986083212485372E-02,
2437960.500000000, A.D. 1962-Oct-23 00:00:00.0000,  4.759687373415414E+00, -1.455609386780032E+00, -1.006587931062185E-01,
2437970.500000000, A.D. 1962-Nov-02 00:00:00.0000,  4.780325482113506E+00, -1.379745396973698E+00, -1.014326057376914E-01,
2437980.500000000, A.D. 1962-Nov-12 00:00:00.0000,  4.799820036613258E+00, -1.303550381225637E+00, -1.021821126791863E-01,
2437990.500000000, A.D. 1962-Nov-22 00:00:00.0000,  4.818160661937929E+00, -1.227043735423258E+00, -1.029072043491851E-01,
2438000.500000000, A.D. 1962-Dec-02 00:00:00.0000,  4.835348667604381E+00, -1.150240348544104E+00, -1.036074989987744E-01,
2438010.500000000, A.D. 1962-Dec-12 00:00:00.0000,  4.851371471165620E+00, -1.073161689268473E+00, -1.042830006817874E-01,
2438020.500000000, A.D. 1962-Dec-22 00:00:00.0000,  4.866228973865845E+00, -9.958235361472213E-01, -1.049333749627856E-01,
2438030.500000000, A.D. 1963-Jan-01 00:00:00.0000,  4.879915792068564E+00, -9.182449774807985E-01, -1.055584810434272E-01,
2438040.500000000, A.D. 1963-Jan-11 00:00:00.0000,  4.892423966017770E+00, -8.404454304422190E-01, -1.061582075963985E-01,
2438050.500000000, A.D. 1963-Jan-21 00:00:00.0000,  4.903756319458155E+00, -7.624417483157474E-01, -1.067322562590026E-01,
2438060.500000000, A.D. 1963-Jan-31 00:00:00.0000,  4.913900946632903E+00, -6.842547751153590E-01, -1.072806379670612E-01,
2438070.500000000, A.D. 1963-Feb-10 00:00:00.0000,  4.922860313307298E+00, -6.059009060776872E-01, -1.078030411714120E-01,
2438080.500000000, A.D. 1963-Feb-20 00:00:00.0000,  4.930630211958253E+00, -5.274004591755213E-01, -1.082993936292653E-01,
2438090.500000000, A.D. 1963-Mar-02 00:00:00.0000,  4.937203668588836E+00, -4.487721124210665E-01, -1.087695856306208E-01,
2438100.500000000, A.D. 1963-Mar-12 00:00:00.0000,  4.942586414912386E+00, -3.700336305446286E-01, -1.092133513149542E-01,
2438110.500000000, A.D. 1963-Mar-22 00:00:00.0000,  4.946767303601047E+00, -2.912066802715384E-01, -1.096307667388162E-01,
2438120.500000000, A.D. 1963-Apr-01 00:00:00.0000,  4.949750112669060E+00, -2.123072162102259E-01, -1.100215329099831E-01,
2438130.500000000, A.D. 1963-Apr-11 00:00:00.0000,  4.951533346622509E+00, -1.333561473306418E-01, -1.103856081470172E-01,
2438140.500000000, A.D. 1963-Apr-21 00:00:00.0000,  4.952110594080744E+00, -5.437273628498355E-02, -1.107229461833275E-01,
2438150.500000000, A.D. 1963-May-01 00:00:00.0000,  4.951489539006688E+00,  2.462576063848922E-02, -1.110332856697235E-01,
2438160.500000000, A.D. 1963-May-11 00:00:00.0000,  4.949661484290361E+00,  1.036171136727985E-01, -1.113167402428765E-01,
2438170.500000000, A.D. 1963-May-21 00:00:00.0000,  4.946630716831161E+00,  1.825845954420163E-01, -1.115730863779240E-01,
2438180.500000000, A.D. 1963-May-31 00:00:00.0000,  4.942397838898827E+00,  2.615082829739012E-01, -1.118022741510380E-01,
2438190.500000000, A.D. 1963-Jun-10 00:00:00.0000,  4.936958565085971E+00,  3.403681897667988E-01, -1.120043096540713E-01,
2438200.500000000, A.D. 1963-Jun-20 00:00:00.0000,  4.930321366684914E+00,  4.191466764706668E-01, -1.121789928703065E-01,
2438210.500000000, A.D. 1963-Jun-30 00:00:00.0000,  4.922479849781757E+00,  4.978227085485835E-01, -1.123264221645565E-01,
2438220.500000000, A.D. 1963-Jul-10 00:00:00.0000,  4.913440260130543E+00,  5.763782104129727E-01, -1.124464546018879E-01,
2438230.500000000, A.D. 1963-Jul-20 00:00:00.0000,  4.903203898541152E+00,  6.547936259886523E-01, -1.125390822671984E-01,
2438240.500000000, A.D. 1963-Jul-30 00:00:00.0000,  4.891768790805560E+00,  7.330499938271093E-01, -1.126043062018724E-01,
2438250.500000000, A.D. 1963-Aug-09 00:00:00.0000,  4.879145335603260E+00,  8.111283993559391E-01, -1.126420087773845E-01,
2438260.500000000, A.D. 1963-Aug-19 00:00:00.0000,  4.865327927796592E+00,  8.890088677972716E-01, -1.126523075840190E-01,
2438270.500000000, A.D. 1963-Aug-29 00:00:00.0000,  4.850325400647806E+00,  9.666736140947764E-01, -1.126350789848618E-01,
2438280.500000000, A.D. 1963-Sep-08 00:00:00.0000,  4.834140611775575E+00,  1.044102216052533E+00, -1.125903937414989E-01,
2438290.500000000, A.D. 1963-Sep-18 00:00:00.0000,  4.816772281184264E+00,  1.121276984803310E+00, -1.125182701293012E-01,
2438300.500000000, A.D. 1963-Sep-28 00:00:00.0000,  4.798233644017412E+00,  1.198179154438616E+00, -1.124186150746838E-01,
2438310.500000000, A.D. 1963-Oct-08 00:00:00.0000,  4.778520351343849E+00,  1.274788485830794E+00, -1.122916110949907E-01,
2438320.500000000, A.D. 1963-Oct-18 00:00:00.0000,  4.757642309231928E+00,  1.351088182678493E+00, -1.121371576420757E-01,
2438330.500000000, A.D. 1963-Oct-28 00:00:00.0000,  4.735605208107049E+00,  1.427058028020049E+00, -1.119553523050917E-01,
2438340.500000000, A.D. 1963-Nov-07 00:00:00.0000,  4.712408475579394E+00,  1.502680157723224E+00, -1.117462869127967E-01,
2438350.500000000, A.D. 1963-Nov-17 00:00:00.0000,  4.688066767429588E+00,  1.577936995829361E+00, -1.115098830376230E-01,
2438360.500000000, A.D. 1963-Nov-27 00:00:00.0000,  4.662578435856264E+00,  1.652808806393339E+00, -1.112463445026962E-01,
2438370.500000000, A.D. 1963-Dec-07 00:00:00.0000,  4.635954046389187E+00,  1.727278437745079E+00, -1.109556521287870E-01,
2438380.500000000, A.D. 1963-Dec-17 00:00:00.0000,  4.608201068443014E+00,  1.801327218982100E+00, -1.106379032880833E-01,
2438390.500000000, A.D. 1963-Dec-27 00:00:00.0000,  4.579321184079930E+00,  1.874937412489135E+00, -1.102932337344006E-01,
2438400.500000000, A.D. 1964-Jan-06 00:00:00.0000,  4.549329588231259E+00,  1.948091373266562E+00, -1.099216415852521E-01,
2438410.500000000, A.D. 1964-Jan-16 00:00:00.0000,  4.518226579074232E+00,  2.020771478768093E+00, -1.095233110089770E-01,
2438420.500000000, A.D. 1964-Jan-26 00:00:00.0000,  4.486024877672499E+00,  2.092960167798312E+00, -1.090982874376239E-01,
2438430.500000000, A.D. 1964-Feb-05 00:00:00.0000,  4.452732586113380E+00,  2.164639325118713E+00, -1.086467233885584E-01,
2438440.500000000, A.D. 1964-Feb-15 00:00:00.0000,  4.418353325284187E+00,  2.235793045577146E+00, -1.081687465723176E-01,
2438450.500000000, A.D. 1964-Feb-25 00:00:00.0000,  4.382904158525820E+00,  2.306403065064158E+00, -1.076644342160836E-01,
2438460.500000000, A.D. 1964-Mar-06 00:00:00.0000,  4.346385863007232E+00,  2.376453217376764E+00, -1.071339992473342E-01,
