            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2420570.500000000, A.D. 1915-Mar-14 00:00:00.0000, -1.085247837063239E+00, -5.689092567049142E+00, -1.036208021274758E+00,  5.286881518323287E-03, -1.118368196164293E-03, -2.151264275720588E-03,
2420580.500000000, A.D. 1915-Mar-24 00:00:00.0000, -1.032301496171386E+00, -5.699862517656998E+00, -1.057644796552349E+00,  5.302252217067981E-03, -1.035628826313740E-03, -2.136044907189355E-03,
2420590.500000000, A.D. 1915-Apr-03 00:00:00.0000, -9.792054753668940E-01, -5.709805281801927E+00, -1.078928004209445E+00,  5.316818114268754E-03, -9.529309229228392E-04, -2.120550972718010E-03,
2420600.500000000, A.D. 1915-Apr-13 00:00:00.0000, -9.259678046635494E-01, -5.718921274655605E+00, -1.100054905059698E+00,  5.330582770245991E-03, -8.702745801815138E-04, -2.104783750977321E-03,
2420610.500000000, A.D. 1915-Apr-23 00:00:00.0000, -8.725964796681432E-01, -5.727210912119940E+00, -1.121022772227537E+00,  5.343549506498951E-03, -7.876598504768230E-04, -2.088744425683749E-03,
2420620.500000000, A.D. 1915-May-03 00:00:00.0000, -8.190994639558392E-01, -5.734674610426199E+00, -1.141828890205930E+00,  5.355721408273464E-03, -7.050867479598445E-04, -2.072434087099933E-03,
2420630.500000000, A.D. 1915-May-13 00:00:00.0000, -7.654846914211284E-01, -5.741312785774002E+00, -1.162470553930361E+00,  5.367101326756728E-03, -6.225552529231646E-04, -2.055853733764968E-03,
2420640.500000000, A.D. 1915-May-23 00:00:00.0000, -7.117600686107980E-01, -5.747125854015323E+00, -1.182945067870366E+00,  5.377691880499520E-03, -5.400653162245804E-04, -2.039004274220512E-03,
2420650.500000000, A.D. 1915-Jun-02 00:00:00.0000, -6.579334770441737E-01, -5.752114230379521E+00, -1.203249745137337E+00,  5.387495456657956E-03, -4.576168631155424E-04, -2.021886528549184E-03,
2420660.500000000, A.D. 1915-Jun-12 00:00:00.0000, -6.040127755211779E-01, -5.756278329237108E+00, -1.223381906607672E+00,  5.396514212100060E-03, -3.752097972607537E-04, -2.004501229925733E-03,
2420670.500000000, A.D. 1915-Jun-22 00:00:00.0000, -5.500058024216752E-01, -5.759618563903651E+00, -1.243338880060978E+00,  5.404750074052035E-03, -2.928440045995103E-04, -1.986849026029159E-03,
2420680.500000000, A.D. 1915-Jul-02 00:00:00.0000, -4.959203779994513E-01, -5.762135346479271E+00, -1.263117999331008E+00,  5.412204740591967E-03, -2.105193566008306E-04, -1.968930480177413E-03,
2420690.500000000, A.D. 1915-Jul-12 00:00:00.0000, -4.417643066706617E-01, -5.763829087718221E+00, -1.282716603466773E+00,  5.418879681296476E-03, -1.282357130681763E-04, -1.950746072245928E-03,
2420700.500000000, A.D. 1915-Jul-22 00:00:00.0000, -3.875453792945877E-01, -5.764700196925697E+00, -1.302132035902312E+00,  5.424776138128014E-03, -4.599292485410148E-05, -1.932296199506024E-03,
2420710.500000000, A.D. 1915-Aug-01 00:00:00.0000, -3.332713754448144E-01, -5.764749081883018E+00, -1.321361643635058E+00,  5.429895126418011E-03,  3.620916312734130E-05, -1.913581177526183E-03,
2420720.500000000, A.D. 1915-Aug-11 00:00:00.0000, -2.789500656716124E-01, -5.763976148805208E+00, -1.340402776413781E+00,  5.434237435566987E-03,  1.183707084641972E-04, -1.894601241170126E-03,
2420730.500000000, A.D. 1915-Aug-21 00:00:00.0000, -2.245892137597736E-01, -5.762381802332598E+00, -1.359252785936104E+00,  5.437803629316975E-03,  2.004918680311511E-04, -1.875356545467583E-03,
2420740.500000000, A.D. 1915-Aug-31 00:00:00.0000, -1.701965789831547E-01, -5.759966445551910E+00, -1.377909025053743E+00,  5.440594046215261E-03,  2.825727951687141E-04, -1.855847166341646E-03,
2420750.500000000, A.D. 1915-Sep-10 00:00:00.0000, -1.157799183537979E-01, -5.756730480048240E+00, -1.396368846985889E+00,  5.442608800129948E-03,  3.646136362449440E-04, -1.836073101527631E-03,
2420760.500000000, A.D. 1915-Sep-20 00:00:00.0000, -6.134698886789897E-02, -5.752674305993343E+00, -1.414629604542176E+00,  5.443847780350558E-03,  4.466145269451192E-04, -1.816034271533054E-03,
2420770.500000000, A.D. 1915-Sep-30 00:00:00.0000, -6.905549752277946E-03, -5.747798322270636E+00, -1.432688649354876E+00,  5.444310651423716E-03,  5.285755886619107E-04, -1.795730520518801E-03,
2420780.500000000, A.D. 1915-Oct-10 00:00:00.0000,  4.753663528692748E-02, -5.742102926635805E+00, -1.450543331119591E+00,  5.443996852892920E-03,  6.104969249546144E-04, -1.775161617126741E-03,
2420790.500000000, A.D. 1915-Oct-20 00:00:00.0000,  1.019717958127427E-01, -5.735588515913240E+00, -1.468190996844268E+00,  5.442905598985377E-03,  6.923786178913759E-04, -1.754327255334208E-03,
2420800.500000000, A.D. 1915-Oct-30 00:00:00.0000,  1.563921524018435E-01, -5.728255486230570E+00, -1.485628990107236E+00,  5.441035878076839E-03,  7.742207240577843E-04, -1.733227055406640E-03,
2420810.500000000, A.D. 1915-Nov-09 00:00:00.0000,  2.107899143808793E-01, -5.720104233294617E+00, -1.502854650324966E+00,  5.438386451517565E-03,  8.560232703563512E-04, -1.711860564842158E-03,
2420820.500000000, A.D. 1915-Nov-19 00:00:00.0000,  2.651572775473563E-01, -5.711135152706302E+00, -1.519865312027429E+00,  5.434955851828048E-03,  9.377862506120019E-04, -1.690227258876333E-03,
2420830.500000000, A.D. 1915-Nov-29 00:00:00.0000,  3.194864218734149E-01, -5.701348640304155E+00, -1.536658304136030E+00,  5.430742381218008E-03,  1.019509623057318E-03, -1.668326540569551E-03,
2420840.500000000, A.D. 1915-Dec-09 00:00:00.0000,  3.737695091972377E-01, -5.690745092533580E+00, -1.553230949242299E+00,  5.425744110519326E-03,  1.101193307598269E-03, -1.646157740909741E-03,
2420850.500000000, A.D. 1915-Dec-19 00:00:00.0000,  4.279986809043573E-01, -5.679324906845131E+00, -1.569580562887974E+00,  5.419958878210676E-03,  1.182837182767549E-03, -1.623720118987181E-03,
2420860.500000000, A.D. 1915-Dec-29 00:00:00.0000,  4.821660555992563E-01, -5.667088482124785E+00, -1.585704452847351E+00,  5.413384289428322E-03,  1.264441082355947E-03, -1.601012862283559E-03,
2420870.500000000, A.D. 1916-Jan-08 00:00:00.0000,  5.362637267663553E-01, -5.654036219159661E+00, -1.601599918413173E+00,  5.406017714814738E-03,  1.346004791702509E-03, -1.578035087081684E-03,
2420880.500000000, A.D. 1916-Jan-18 00:00:00.0000,  5.902837604184807E-01, -5.640168521142295E+00, -1.617264249687050E+00,  5.397856289167364E-03,  1.427528043688103E-03, -1.554785838961948E-03,
2420890.500000000, A.D. 1916-Jan-28 00:00:00.0000,  6.442181927307314E-01, -5.625485794216824E+00, -1.632694726875320E+00,  5.388896909847268E-03,  1.509010514338307E-03, -1.531264093401190E-03,
2420900.500000000, A.D. 1916-Feb-07 00:00:00.0000,  6.980590276560823E-01, -5.609988448071137E+00, -1.647888619591241E+00,  5.379136234648899E-03,  1.590451818107858E-03, -1.507468756385984E-03,
2420910.500000000, A.D. 1916-Feb-17 00:00:00.0000,  7.517982345166457E-01, -5.593676896574184E+00, -1.662843186161734E+00,  5.368570679180576E-03,  1.671851503706100E-03, -1.483398664672939E-03,
2420920.500000000, A.D. 1916-Feb-27 00:00:00.0000,  8.054277455698047E-01, -5.576551558452225E+00, -1.677555672935378E+00,  5.357196414518313E-03,  1.753209050278167E-03, -1.459052585866339E-03,
2420930.500000000, A.D. 1916-Mar-08 00:00:00.0000,  8.589394535514676E-01, -5.558612858005882E+00, -1.692023313592009E+00,  5.345009364876551E-03,  1.834523863058191E-03, -1.434429218654180E-03,
2420940.500000000, A.D. 1916-Mar-18 00:00:00.0000,  9.123252091944615E-01, -5.539861225871756E+00, -1.706243328454629E+00,  5.332005204959493E-03,  1.915795268868476E-03, -1.409527193004390E-03,
2420950.500000000, A.D. 1916-Mar-28 00:00:00.0000,  9.655768187191901E-01, -5.520297099828764E+00, -1.720212923802647E+00,  5.318179357090207E-03,  1.997022511697640E-03, -1.384345070229409E-03,
2420960.500000000, A.D. 1916-Apr-07 00:00:00.0000,  1.018686041295141E+00, -5.499920925648183E+00, -1.733929291185128E+00,  5.303526988278613E-03,  2.078204748361061E-03, -1.358881342934996E-03,
2420970.500000000, A.D. 1916-Apr-17 00:00:00.0000,  1.071644586473573E+00, -5.478733157987407E+00, -1.747389606733418E+00,  5.288043007418143E-03,  2.159341044049265E-03, -1.333134434973784E-03,
2420980.500000000, A.D. 1916-Apr-27 00:00:00.0000,  1.124444111592874E+00, -5.456734261330525E+00, -1.760591030474161E+00,  5.271722062577873E-03,  2.240430367329065E-03, -1.307102701606430E-03,
2420990.500000000, A.D. 1916-May-07 00:00:00.0000,  1.177076219155542E+00, -5.433924710982554E+00, -1.773530705645142E+00,  5.254558537947653E-03,  2.321471584501298E-03, -1.280784429847356E-03,
2421000.500000000, A.D. 1916-May-17 00:00:00.0000,  1.229532454172112E+00, -5.410304994119649E+00, -1.786205758013735E+00,  5.236546550387270E-03,  2.402463454155451E-03, -1.254177838612803E-03,
2421010.500000000, A.D. 1916-May-27 00:00:00.0000,  1.281804301471809E+00, -5.385875610893732E+00, -1.798613295196847E+00,  5.217679946258618E-03,  2.483404621528947E-03, -1.227281078971511E-03,
2421020.500000000, A.D. 1916-Jun-06 00:00:00.0000,  1.333883182981380E+00, -5.360637075598108E+00, -1.810750405985305E+00,  5.197952298102890E-03,  2.564293611961230E-03, -1.200092234754480E-03,
2421030.500000000, A.D. 1916-Jun-16 00:00:00.0000,  1.385760454967742E+00, -5.334589917901304E+00, -1.822614159674925E+00,  5.177356900698800E-03,  2.645128823888222E-03, -1.172609323233147E-03,
2421040.500000000, A.D. 1916-Jun-26 00:00:00.0000,  1.437427405237733E+00, -5.307734684151397E+00, -1.834201605403607E+00,  5.155886766420833E-03,  2.725908521809259E-03, -1.144830295605725E-03,
2421050.500000000, A.D. 1916-Jul-06 00:00:00.0000,  1.488875250288360E+00, -5.280071938749240E+00, -1.845509771491387E+00,  5.133534620035483E-03,  2.806630829598789E-03, -1.116753037070764E-03,
2421060.500000000, A.D. 1916-Jul-16 00:00:00.0000,  1.540095132403980E+00, -5.251602265586096E+00, -1.856535664778867E+00,  5.110292893379593E-03,  2.887293724286475E-03, -1.088375366459045E-03,
2421070.500000000, A.D. 1916-Jul-26 00:00:00.0000,  1.591078116701742E+00, -5.222326269542901E+00, -1.867276269961001E+00,  5.086153720367876E-03,  2.967895029831340E-03, -1.059695035735731E-03,
2421080.500000000, A.D. 1916-Aug-05 00:00:00.0000,  1.641815188128063E+00, -5.192244578053984E+00, -1.877728548916343E+00,  5.061108932119407E-03,  3.048432410481785E-03, -1.030709729579735E-03,
2421090.500000000, A.D. 1916-Aug-15 00:00:00.0000,  1.692297248406636E+00, -5.161357842737268E+00, -1.887889440031803E+00,  5.035150052234965E-03,  3.128903364145455E-03, -1.001417064926531E-03,
2421100.500000000, A.D. 1916-Aug-25 00:00:00.0000,  1.742515112942096E+00, -5.129666741093613E+00, -1.897755857524740E+00,  5.008268292618775E-03,  3.209305214965238E-03, -9.718145909966366E-04,
2421110.500000000, A.D. 1916-Sep-04 00:00:00.0000,  1.792459507681741E+00, -5.097171978287408E+00, -1.907324690768605E+00,  4.980454549122033E-03,  3.289635104550638E-03, -9.418997899177386E-04,
2421120.500000000, A.D. 1916-Sep-14 00:00:00.0000,  1.842121065930544E+00, -5.063874289019077E+00, -1.916592803625959E+00,  4.951699396539864E-03,  3.369889982464323E-03, -9.116700775121725E-04,
2421130.500000000, A.D. 1916-Sep-24 00:00:00.0000,  1.891490325112952E+00, -5.029774439494504E+00, -1.925557033789035E+00,  4.921993082992188E-03,  3.450066596405899E-03, -8.811228039926327E-04,
2421140.500000000, A.D. 1916-Oct-04 00:00:00.0000,  1.940557723476217E+00, -4.994873229493039E+00, -1.934214192126298E+00,  4.891325523899262E-03,  3.530161482335608E-03, -8.502552544612014E-04,
2421150.500000000, A.D. 1916-Oct-14 00:00:00.0000,  1.989313596732873E+00, -4.959171494534671E+00, -1.942561062033368E+00,  4.859686295895297E-03,  3.610170954459450E-03, -8.190646493254116E-04,
2421160.500000000, A.D. 1916-Oct-24 00:00:00.0000,  2.037748174642716E+00, -4.922670108150218E+00, -1.950594398788935E+00,  4.827064630757939E-03,  3.690091094541355E-03, -7.875481449182766E-04,
2421170.500000000, A.D. 1916-Nov-03 00:00:00.0000,  2.085851577531693E+00, -4.885369984262458E+00, -1.958310928917572E+00,  4.793449408763543E-03,  3.769917740546028E-03, -7.557028341550126E-04,
2421180.500000000, A.D. 1916-Nov-13 00:00:00.0000,  2.133613812741366E+00, -4.847272079679576E+00, -1.965707349556917E+00,  4.758829151606267E-03,  3.849646475595391E-03, -7.235257467602669E-04,
2421190.500000000, A.D. 1916-Nov-23 00:00:00.0000,  2.181024771009203E+00, -4.808377396699949E+00, -1.972780327827195E+00,  4.723192015662661E-03,  3.929272616540946E-03, -6.910138496166855E-04,
2421200.500000000, A.D. 1916-Dec-03 00:00:00.0000,  2.228074222781729E+00, -4.768686985835884E+00, -1.979526500205820E+00,  4.686525785215010E-03,  4.008791201631167E-03, -6.581640473938536E-04,
2421210.500000000, A.D. 1916-Dec-13 00:00:00.0000,  2.274751814458549E+00, -4.728201948664042E+00, -1.985942471908790E+00,  4.648817865399645E-03,  4.088196977538887E-03, -6.249731832608622E-04,
2421220.500000000, A.D. 1916-Dec-23 00:00:00.0000,  2.321047064564576E+00, -4.686923440808225E+00, -1.992024816279331E+00,  4.610055274908866E-03,  4.167484385880185E-03, -5.914380396130659E-04,
2421230.500000000, A.D. 1917-Jan-02 00:00:00.0000,  2.366949359848545E+00, -4.644852675059149E+00, -1.997770074183788E+00,  4.570224638591153E-03,  4.246647549298575E-03, -5.575553388116366E-04,
2421240.500000000, A.D. 1917-Jan-12 00:00:00.0000,  2.412447951308378E+00, -4.601990924636052E+00, -2.003174753415716E+00,  4.529312180272354E-03,  4.325680256939363E-03, -5.233217441367199E-04,
2421250.500000000, A.D. 1917-Jan-22 00:00:00.0000,  2.457531950146385E+00, -4.558339526599688E+00, -2.008235328112379E+00,  4.487303715823208E-03,  4.404575948562013E-03, -4.887338613672788E-04,
2421260.500000000, A.D. 1917-Feb-01 00:00:00.0000,  2.502190323652542E+00, -4.513899885431527E+00, -2.012948238189214E+00,  4.444184645558067E-03,  4.483327697376276E-03, -4.537882406411414E-04,
2421270.500000000, A.D. 1917-Feb-11 00:00:00.0000,  2.546411891008010E+00, -4.468673476785992E+00, -2.017309888791492E+00,  4.399939946034576E-03,  4.561928192639846E-03, -4.184813780595640E-04,
2421280.500000000, A.D. 1917-Feb-21 00:00:00.0000,  2.590185319006503E+00, -4.422661851420135E+00, -2.021316649762582E+00,  4.354554161802978E-03,  4.640369721439485E-03, -3.828097174487183E-04,
2421290.500000000, A.D. 1917-Mar-03 00:00:00.0000,  2.633499117691120E+00, -4.375866639310494E+00, -2.024964855130205E+00,  4.308011396692391E-03,  4.718644149558100E-03, -3.467696521260839E-04,
2421300.500000000, A.D. 1917-Mar-13 00:00:00.0000,  2.676341635901744E+00, -4.328289553963597E+00, -2.028250802609054E+00,  4.260295304701624E-03,  4.796742901933933E-03, -3.103575263999049E-04,
2421310.500000000, A.D. 1917-Mar-23 00:00:00.0000,  2.718701056731211E+00, -4.279932396923481E+00, -2.031170753117583E+00,  4.211389080941197E-03,  4.874656942773200E-03, -2.735696369512496E-04,
2421320.500000000, A.D. 1917-Apr-02 00:00:00.0000,  2.760565392892840E+00, -4.230797062480837E+00, -2.033720930309440E+00,  4.161275453012717E-03,  4.952376755045959E-03, -2.364022344495058E-04,
2421330.500000000, A.D. 1917-Apr-12 00:00:00.0000,  2.801922482005194E+00, -4.180885542592534E+00, -2.035897520124150E+00,  4.109936673114316E-03,  5.029892318773804E-03, -1.988515258781931E-04,
2421340.500000000, A.D. 1917-Apr-22 00:00:00.0000,  2.842759981800932E+00, -4.130199932028537E+00, -2.037696670366567E+00,  4.057354510594315E-03,  5.107193087124285E-03, -1.609136779674549E-04,
2421350.500000000, A.D. 1917-May-02 00:00:00.0000,  2.883065365258198E+00, -4.078742433768531E+00, -2.039114490323753E+00,  4.003510243748805E-03,  5.184267960636363E-03, -1.225848210381661E-04,
2421360.500000000, A.D. 1917-May-12 00:00:00.0000,  2.922825915646415E+00, -4.026515364659365E+00, -2.040147050418929E+00,  3.948384651118565E-03,  5.261105260867241E-03, -8.386105262980373E-05,
2421370.500000000, A.D. 1917-May-22 00:00:00.0000,  2.962028721486770E+00, -3.973521161341722E+00, -2.040790381903532E+00,  3.891958003134041E-03,  5.337692702748129E-03, -4.473844156862855E-05,
2421380.500000000, A.D. 1917-Jun-01 00:00:00.0000,  3.000660671429486E+00, -3.919762386461247E+00, -2.041040476592375E+00,  3.834210053769645E-03,  5.414017365365061E-03, -5.213032482912263E-06,
2421390.500000000, A.D. 1917-Jun-11 00:00:00.0000,  3.038708449046992E+00, -3.865241735179012E+00, -2.040893286645529E+00,  3.775120032068562E-03,  5.490065661327228E-03,  3.471914937904588E-05,
2421400.500000000, A.D. 1917-Jun-21 00:00:00.0000,  3.076158527541582E+00, -3.809962041995092E+00, -2.040344724399616E+00,  3.714666633507337E-03,  5.565823304789185E-03,  7.506209309977925E-05,
2421410.500000000, A.D. 1917-Jul-01 00:00:00.0000,  3.112997164366160E+00, -3.753926287897986E+00, -2.039390662250378E+00,  3.652828011298896E-03,  5.641275278297981E-03,  1.158197968886332E-04,
2421420.500000000, A.D. 1917-Jul-11 00:00:00.0000,  3.149210395759838E+00, -3.697137607851505E+00, -2.038026932588938E+00,  3.589581768177004E-03,  5.716405798344604E-03,  1.569962624455709E-04,
2421430.500000000, A.D. 1917-Jul-21 00:00:00.0000,  3.184784031205111E+00, -3.639599298636845E+00, -2.036249327799169E+00,  3.524904948806007E-03,  5.791198278615407E-03,  1.985954883576306E-04,
2421440.500000000, A.D. 1917-Jul-31 00:00:00.0000,  3.219703647807304E+00, -3.581314827073410E+00, -2.034053600323343E+00,  3.458774031696742E-03,  5.865635291259433E-03,  2.406214632483125E-04,
2421450.500000000, A.D. 1917-Aug-10 00:00:00.0000,  3.253954584592518E+00, -3.522287838631313E+00, -2.031435462795358E+00,  3.391164921260818E-03,  5.939698527260453E-03,  2.830781589835993E-04,
2421460.500000000, A.D. 1917-Aug-20 00:00:00.0000,  3.287521936731522E+00, -3.462522166448506E+00, -2.028390588245570E+00,  3.322052940957310E-03,  6.013368754966979E-03,  3.259695230554222E-04,
2421470.500000000, A.D. 1917-Aug-30 00:00:00.0000,  3.320390549699670E+00, -3.402021840773864E+00, -2.024914610386579E+00,  3.251412827316713E-03,  6.086625776370664E-03,  3.692994700167415E-04,
2421480.500000000, A.D. 1917-Sep-09 00:00:00.0000,  3.352545013381219E+00, -3.340791098858903E+00, -2.021003123989511E+00,  3.179218724801188E-03,  6.159448381077121E-03,  4.130718719291171E-04,
2421490.500000000, A.D. 1917-Sep-19 00:00:00.0000,  3.383969656126167E+00, -3.278834395322096E+00, -2.016651685361059E+00,  3.105444181417205E-03,  6.231814297798211E-03,  4.572905477724433E-04,
2421500.500000000, A.D. 1917-Sep-29 00:00:00.0000,  3.414648538766400E+00, -3.216156413010487E+00, -2.011855812931143E+00,  3.030062144982627E-03,  6.303700143427680E-03,  5.019592519240191E-04,
2421510.500000000, A.D. 1917-Oct-09 00:00:00.0000,  3.444565448599365E+00, -3.152762074382732E+00, -2.006610987961009E+00,  2.953044960466458E-03,  6.375081369569425E-03,  5.470816615010440E-04,
2421520.500000000, A.D. 1917-Oct-19 00:00:00.0000,  3.473703893350981E+00, -3.088656553444042E+00, -2.000912655385417E+00,  2.874364368300173E-03,  6.445932205493766E-03,  5.926613622685042E-04,
2421530.500000000, A.D. 1917-Oct-29 00:00:00.0000,  3.502047095120029E+00, -3.023845288267089E+00, -1.994756224797801E+00,  2.793991502254625E-03,  6.516225598391849E-03,  6.387018343993163E-04,
2421540.500000000, A.D. 1917-Nov-08 00:00:00.0000,  3.529577984303173E+00, -2.958333994116061E+00, -1.988137071576719E+00,  2.711896888098442E-03,  6.585933152474909E-03,  6.852064382352912E-04,
2421550.500000000, A.D. 1917-Nov-18 00:00:00.0000,  3.556279193518190E+00, -2.892128677189776E+00, -1.981050538160916E+00,  2.628050444680521E-03,  6.655025065836486E-03,  7.321783986286926E-04,
2421560.500000000, A.D. 1917-Nov-28 00:00:00.0000,  3.582133051550801E+00, -2.825235649011550E+00, -1.973491935490777E+00,  2.542421487548666E-03,  6.723470064129089E-03,  7.796207872737182E-04,
2421570.500000000, A.D. 1917-Dec-08 00:00:00.0000,  3.607121577349597E+00, -2.757661541500902E+00, -1.965456544637272E+00,  2.454978734888955E-03,  6.791235330430874E-03,  8.275365028852530E-04,
2421580.500000000, A.D. 1917-Dec-18 00:00:00.0000,  3.631226474089976E+00, -2.689413322766898E+00, -1.956939618638778E+00,  2.365690315297992E-03,  6.858286431073963E-03,  8.759282495365591E-04,
2421590.500000000, A.D. 1917-Dec-28 00:00:00.0000,  3.654429123323617E+00, -2.620498313661296E+00, -1.947936384561314E+00,  2.274523777169216E-03,  6.924587238003091E-03,  9.247985136955151E-04,
2421600.500000000, A.D. 1918-Jan-07 00:00:00.0000,  3.676710579233791E+00, -2.550924205123284E+00, -1.938442045795745E+00,  2.181446100737608E-03,  6.990099848000728E-03,  9.741495396184364E-04,
2421610.500000000, A.D. 1918-Jan-17 00:00:00.0000,  3.698051563028157E+00, -2.480699076353225E+00, -1.928451784613427E+00,  2.086423713368432E-03,  7.054784497436766E-03,  1.023983302279972E-03,
2421620.500000000, A.D. 1918-Jan-27 00:00:00.0000,  3.718432457493971E+00, -2.409831413860405E+00, -1.917960765000343E+00,  1.989422506634469E-03,  7.118599473080977E-03,  1.074301478976004E-03,
2421630.500000000, A.D. 1918-Feb-06 00:00:00.0000,  3.737833301737110E+00, -2.338330131416085E+00, -1.906964135781267E+00,  1.890407856383204E-03,  7.181501020152787E-03,  1.125105419476908E-03,
2421640.500000000, A.D. 1918-Feb-16 00:00:00.0000,  3.756233786142857E+00, -2.266204590944488E+00, -1.895457034054740E+00,  1.789344647051903E-03,  7.243443246520318E-03,  1.176396113644238E-03,
2421650.500000000, A.D. 1918-Feb-26 00:00:00.0000,  3.773613247600982E+00, -2.193464624392935E+00, -1.883434588964933E+00,  1.686197300225343E-03,  7.304378022671779E-03,  1.228174156437992E-03,
2421660.500000000, A.D. 1918-Mar-08 00:00:00.0000,  3.789950665038617E+00, -2.120120556623632E+00, -1.870891925836767E+00,  1.580929807686933E-03,  7.364254877384676E-03,  1.280439710240710E-03,
2421670.500000000, A.D. 1918-Mar-18 00:00:00.0000,  3.805224655306890E+00, -2.046183229370783E+00, -1.857824170701321E+00,  1.473505769123816E-03,  7.423020889012851E-03,  1.333192464502135E-03,
2421680.500000000, A.D. 1918-Mar-28 00:00:00.0000,  3.819413469468475E+00, -1.971664026304813E+00, -1.844226455237258E+00,  1.363888434731884E-03,  7.480620572931872E-03,  1.386431592892934E-03,
2421690.500000000, A.D. 1918-Apr-07 00:00:00.0000,  3.832494989542508E+00, -1.896574899239040E+00, -1.830093922156047E+00,  1.252040754512502E-03,  7.536995765451443E-03,  1.440155707091208E-03,
2421700.500000000, A.D. 1918-Apr-17 00:00:00.0000,  3.844446725782412E+00, -1.820928395522806E+00, -1.815421731072391E+00,  1.137925435369778E-03,  7.592085502312352E-03,  1.494362805991708E-03,
2421710.500000000, A.D. 1918-Apr-27 00:00:00.0000,  3.855245814555839E+00, -1.744737686675962E+00, -1.800205064899701E+00,  1.021505004344753E-03,  7.645825892352373E-03,  1.549050221719422E-03,
2421720.500000000, A.D. 1918-May-07 00:00:00.0000,  3.864869016893963E+00, -1.668016598303458E+00, -1.784439136802114E+00,  9.027418797441025E-04,  7.698149987736677E-03,  1.604214562003003E-03,
2421730.500000000, A.D. 1918-May-17 00:00:00.0000,  3.873292717799665E+00, -1.590779641329461E+00, -1.768119197746853E+00,  7.815984518720760E-04,  7.748987649664629E-03,  1.659851647662623E-03,
2421740.500000000, A.D. 1918-May-27 00:00:00.0000,  3.880492926412108E+00, -1.513042044599062E+00, -1.751240544706594E+00,  6.580371736141207E-04,  7.798265409126083E-03,  1.715956445129141E-03,
2421750.500000000, A.D. 1918-Jun-06 00:00:00.0000,  3.886445277127504E+00, -1.434819788897673E+00, -1.733798529561078E+00,  5.320206611156013E-04,  7.845906322591299E-03,  1.772522994121460E-03,
2421760.500000000, A.D. 1918-Jun-16 00:00:00.0000,  3.891125031776578E+00, -1.356129642438339E+00, -1.715788568743992E+00,  4.035118043566106E-04,  7.891829822863516E-03,  1.829544331075015E-03,
2421770.500000000, A.D. 1918-Jun-26 00:00:00.0000,  3.894507082956071E+00, -1.276989197857924E+00, -1.697206153672524E+00,  2.724738875410689E-04,  7.935951566933715E-03,  1.887012409257806E-03,
2421780.500000000, A.D. 1918-Jul-06 00:00:00.0000,  3.896565958624756E+00, -1.197416910739205E+00, -1.678046861996146E+00,  1.388707224497699E-04,  7.978183283009487E-03,  1.944918014295670E-03,
2421790.500000000, A.D. 1918-Jul-16 00:00:00.0000,  3.897275828113863E+00, -1.117432139673233E+00, -1.658306369724984E+00,  2.666797989954637E-06,  8.018432615036505E-03,  2.003250672615422E-03,
2421800.500000000, A.D. 1918-Jul-26 00:00:00.0000,  3.896610509709347E+00, -1.037055187890107E+00, -1.637980464306136E+00, -1.361725549589730E-04,  8.056602964877663E-03,  2.061998553536668E-03,
2421810.500000000, A.D. 1918-Aug-05 00:00:00.0000,  3.894543479968343E+00, -9.563073464738642E-01, -1.617065058713633E+00, -2.776809810083371E-04,  8.092593333185516E-03,  2.121148364165705E-03,
2421820.500000000, A.D. 1918-Aug-15 00:00:00.0000,  3.891047884957446E+00, -8.752109391793245E-01, -1.595556206628988E+00, -4.218908984004424E-04,  8.126298158107533E-03,  2.180685236463903E-03,
2421830.500000000, A.D. 1918-Aug-25 00:00:00.0000,  3.886096553606838E+00, -7.937893688701011E-01, -1.573450118787338E+00, -5.688332776058431E-04,  8.157607152578038E-03,  2.240592607154880E-03,
2421840.500000000, A.D. 1918-Sep-04 00:00:00.0000,  3.879662013379778E+00, -7.120671655848111E-01, -1.550743180558860E+00, -7.185373994666271E-04,  8.186405141610453E-03,  2.300852090787883E-03,
2421850.500000000, A.D. 1918-Sep-14 00:00:00.0000,  3.871716508466840E+00, -6.300700362249898E-01, -1.527431970832798E+00, -8.710305920372638E-04,  8.212571900918540E-03,  2.361443346248905E-03,
2421860.500000000, A.D. 1918-Sep-24 00:00:00.0000,  3.862232020719205E+00, -5.478249158402475E-01, -1.503513282265748E+00, -1.026337945747657E-03,  8.235981999511602E-03,  2.422343937478788E-03,
2421870.500000000, A.D. 1918-Oct-04 00:00:00.0000,  3.851180293553027E+00, -4.653600204511652E-01, -1.478984142956112E+00, -1.184482002951777E-03,  8.256504649815201E-03,  2.483529186955209E-03,
2421880.500000000, A.D. 1918-Oct-14 00:00:00.0000,  3.838532859105506E+00, -3.827049013371391E-01, -1.453841839630662E+00, -1.345482418186786E-03,  8.274003564288871E-03,  2.544972019922395E-03,
2421890.500000000, A.D. 1918-Oct-24 00:00:00.0000,  3.824261068924696E+00, -2.998905007185779E-01, -1.428083942425663E+00, -1.509355591189063E-03,  8.288336820883264E-03,  2.606642801492423E-03,
2421900.500000000, A.D. 1918-Nov-03 00:00:00.0000,  3.808336128478059E+00, -2.169492087208609E-01, -1.401708331335136E+00, -1.676114269305186E-03,  8.299356741561554E-03,  2.668509165771392E-03,
